site,year,month,day,T2M_MAX,T2M_MIN,PRECTOTCORR
Rome,2012,4,18,17.19,6.14,4.29
Rome,2012,4,19,14.18,8.21,8.1
Rome,2012,4,20,14.2,7.56,7.72
Rome,2012,4,21,17.62,7.04,0.7
Rome,2012,4,22,18.79,9.82,0.31
Rome,2012,4,23,16.95,8.1,0.22
Rome,2012,4,24,17.05,7.77,1.52
Rome,2012,4,25,18.84,8.19,0.04
Rome,2012,4,26,21.49,6.67,0
Rome,2012,4,27,25.34,11.5,0
Rome,2012,4,28,27.02,15.62,0
Rome,2012,4,29,22.32,14.79,0.14
Rome,2012,4,30,22.94,13.65,0.26
Rome,2012,5,1,24.72,12.41,2.31
Rome,2012,5,2,22.36,10.36,0.02
Rome,2012,5,3,22.51,9.18,0
Rome,2012,5,4,21.73,10.01,0
Rome,2012,5,5,20.05,9.34,0.05
Rome,2012,5,6,19.33,12.25,16.51
Rome,2012,5,7,20.15,12.3,9.97
Rome,2012,5,8,23.48,11.01,0.02
Rome,2012,5,9,24.74,12.05,0
Rome,2012,5,10,27.51,13.87,0
Rome,2012,5,11,29.41,13.71,0
Rome,2012,5,12,29.64,14.22,0
Rome,2012,5,13,24.8,15.05,0.2
Rome,2012,5,14,18.71,8.72,1.45
Rome,2012,5,15,21.54,7.1,0
Rome,2012,5,16,18.88,8.18,0.16
Rome,2012,5,17,21.73,6.62,0.07
Rome,2012,5,18,21.94,6.84,0
Rome,2012,5,19,24.9,10.85,0
Rome,2012,5,20,22.13,13.36,5.17
Rome,2012,5,21,19.9,13,10.23
Rome,2012,5,22,15.85,11.58,26.32
Rome,2012,5,23,21.98,10.75,0.8
Rome,2012,5,24,26.92,13.27,0.08
Rome,2012,5,25,27.66,14.78,1.28
Rome,2012,5,26,24.39,14.23,4.1
Rome,2012,5,27,25.69,11.52,0.26
Rome,2012,5,28,19.72,12.05,5.9
Rome,2012,5,29,24.91,10.75,0.01
Rome,2012,5,30,27.08,13.05,0.34
Rome,2012,5,31,26.23,14.86,0.23
Rome,2012,6,1,24.96,13.74,0
Rome,2012,6,2,26.79,14.49,0
Rome,2012,6,3,27.21,14.73,0
Rome,2012,6,4,22.95,14.93,2.63
Rome,2012,6,5,26.98,14.73,0.02
Rome,2012,6,6,25.83,14.64,0
Rome,2012,6,7,27.21,15,0
Rome,2012,6,8,29.6,16.08,0.4
Rome,2012,6,9,25.9,17.95,0.08
Rome,2012,6,10,27.16,17.08,0
Rome,2012,6,11,26.22,16.58,0.18
Rome,2012,6,12,24.38,15.37,0.44
Rome,2012,6,13,24.73,13.94,0
Rome,2012,6,14,27.04,13.2,0
Rome,2012,6,15,30.3,15.32,0
Rome,2012,6,16,32.72,18.61,0
Rome,2012,6,17,34.21,20.54,0
Rome,2012,6,18,34.32,21.63,0
Rome,2012,6,19,34.72,21.48,0
Rome,2012,6,20,35.75,22.51,0
Rome,2012,6,21,32.11,21.35,0
Rome,2012,6,22,34.48,20.44,0
Rome,2012,6,23,34.62,21.27,0
Rome,2012,6,24,33.86,20.83,0
Rome,2012,6,25,31.65,20.44,0
Rome,2012,6,26,34.19,19.7,0.15
Rome,2012,6,27,32.9,22.75,0.55
Rome,2012,6,28,33.63,22.47,0
Rome,2012,6,29,33.81,22.65,0.02
Rome,2012,6,30,35.82,23.31,0
Rome,2012,7,1,36.92,24.73,0
Rome,2012,7,2,34.47,22.48,0
Rome,2012,7,3,31.91,20.87,0
Rome,2012,7,4,31.73,20.07,0
Rome,2012,7,5,32.5,19.99,0
Rome,2012,7,6,31.14,20.19,0
Rome,2012,7,7,32.98,19.56,0
Rome,2012,7,8,34.87,20.71,0
Rome,2012,7,9,34.3,21.65,0.01
Rome,2012,7,10,34.67,22.64,0
Rome,2012,7,11,34.08,21.39,0.01
Rome,2012,7,12,32.62,21.11,0.09
Rome,2012,7,13,31.46,20.19,0
Rome,2012,7,14,32.87,19.97,0
Rome,2012,7,15,32.02,20.19,0
Rome,2012,7,16,34.09,17.9,0
Rome,2012,7,17,33.37,18.3,0
Rome,2012,7,18,34.65,19.25,0
Rome,2012,7,19,35.18,20.02,0
Rome,2012,7,20,33.87,19.86,0
Rome,2012,7,21,32.65,19.78,0
Rome,2012,7,22,30.62,19.95,0.38
Rome,2012,7,23,26.05,20.54,4.65
Rome,2012,7,24,28.01,20.08,3.17
Rome,2012,7,25,31.32,18.74,0.08
Rome,2012,7,26,33.23,20.24,0
Rome,2012,7,27,37.14,20.27,0
Rome,2012,7,28,36.46,23.55,0
Rome,2012,7,29,33.64,22.31,0
Rome,2012,7,30,34.98,22.98,0
Rome,2012,7,31,35.68,21.49,0
Rome,2012,8,1,35.7,21.71,0
Rome,2012,8,2,35.04,22.2,0
Rome,2012,8,3,34.44,21.02,0
Rome,2012,8,4,35.8,21.51,0.01
Rome,2012,8,5,34.01,21.95,0
Rome,2012,8,6,37.55,22.11,0
Rome,2012,8,7,38.05,23.86,0
Rome,2012,8,8,36.74,21.33,0
Rome,2012,8,9,36.71,21.12,0
Rome,2012,8,10,35.51,22.49,0.31
Rome,2012,8,11,34.6,19.83,0.02
Rome,2012,8,12,32.29,20.26,0.06
Rome,2012,8,13,31.05,21.64,9.25
Rome,2012,8,14,32.46,22.22,0.16
Rome,2012,8,15,33.61,22.15,0.01
Rome,2012,8,16,32.98,21.32,0
Rome,2012,8,17,36.05,21.46,0
Rome,2012,8,18,37.42,22.6,0
Rome,2012,8,19,36.77,22.7,0
Rome,2012,8,20,36.4,22.91,0
Rome,2012,8,21,37.21,22.92,0
Rome,2012,8,22,37.54,22.7,0
Rome,2012,8,23,37.3,23.67,0.01
Rome,2012,8,24,35.05,24.15,0.01
Rome,2012,8,25,34.29,21.48,0
Rome,2012,8,26,31.41,21.78,0.54
Rome,2012,8,27,34.69,20.15,0
Rome,2012,8,28,32.33,18.81,0
Rome,2012,8,29,33.76,20.24,0
Rome,2012,8,30,33.37,20.41,0.01
Rome,2012,8,31,29.04,19.65,1.43
Rome,2012,9,1,23.57,17.44,0
Rome,2012,9,2,23.99,16.24,5.95
Rome,2012,9,3,25.95,17.98,22.96
Rome,2012,9,4,23.12,17.27,21.4
Rome,2012,9,5,24.65,18.1,13.84
Rome,2012,9,6,28.67,17.1,7.34
Rome,2012,9,7,30.24,17.93,0
Rome,2012,9,8,30.76,16.08,0
Rome,2012,9,9,29.05,17.3,0
Rome,2012,9,10,28.78,17.76,0
Rome,2012,9,11,28.89,17.62,0.03
Rome,2012,9,12,27.61,17.96,4.58
Rome,2012,9,13,23.05,15.05,11.8
Rome,2012,9,14,23.08,14.05,9.98
Rome,2012,9,15,28.2,14,0.16
Rome,2012,9,16,26.43,14.15,0.01
Rome,2012,9,17,26.23,13.82,0
Rome,2012,9,18,26.8,15.61,0
Rome,2012,9,19,22.17,16.38,12.55
Rome,2012,9,20,26.48,13.28,2.45
Rome,2012,9,21,24.58,13.29,0
Rome,2012,9,22,26.12,14.3,0.11
Rome,2012,9,23,28.76,17.99,0.04
Rome,2012,9,24,28.7,18.15,0.01
Rome,2012,9,25,24.52,16.62,0.52
Rome,2012,9,26,27.12,19.24,0.95
Rome,2012,9,27,28.62,19.24,0.01
Rome,2012,9,28,27.85,19.58,0.01
Rome,2012,9,29,29.77,20.73,0.68
Rome,2012,9,30,26.55,18.63,10.64
Rome,2012,10,1,27.32,17.59,1.01
Rome,2012,10,2,25.3,15.57,0.76
Rome,2012,10,3,24.41,15.8,0.03
Rome,2012,10,4,25.13,14.45,0.03
Rome,2012,10,5,26.15,13.65,0.04
Rome,2012,10,6,26.54,14.78,0.01
Rome,2012,10,7,23.64,14.71,0.01
Rome,2012,10,8,26.69,15.68,0.05
Rome,2012,10,9,23.54,16.58,5.26
Rome,2012,10,10,25.48,16.11,0.27
Rome,2012,10,11,25.06,15.63,0.97
Rome,2012,10,12,21.73,16.75,18.17
Rome,2012,10,13,20.44,15.61,5.25
Rome,2012,10,14,22.73,14.32,0.65
Rome,2012,10,15,21.84,15.52,17.87
Rome,2012,10,16,20.66,11.03,0.39
Rome,2012,10,17,22.4,11.54,0
Rome,2012,10,18,23.52,12.44,0
Rome,2012,10,19,25.41,12.3,0
Rome,2012,10,20,26.22,14.87,0
Rome,2012,10,21,27.05,16.35,0.01
Rome,2012,10,22,26.34,15.69,0.02
Rome,2012,10,23,24.48,15.58,0.7
Rome,2012,10,24,22.87,13.6,0.69
Rome,2012,10,25,23.49,12.67,0.19
Rome,2012,10,26,20.25,13.55,16.38
Rome,2012,10,27,19.83,16.29,17.03
Rome,2012,10,28,16.06,9.08,5.85
Rome,2012,10,29,12.25,5,5.56
Rome,2012,10,30,14.88,3.74,0.04
Rome,2012,10,31,16.54,9.44,45.45
Rome,2012,11,1,17.62,12.62,9.35
Rome,2012,11,2,19.13,11.08,0.09
Rome,2012,11,3,17.83,10.33,0.14
Rome,2012,11,4,19.83,14.22,6.35
Rome,2012,11,5,20.59,11.18,2.24
Rome,2012,11,6,17.89,10.94,0.13
Rome,2012,11,7,17.41,6.51,0.46
Rome,2012,11,8,17.12,5.48,0
Rome,2012,11,9,17.26,7.73,0
Rome,2012,11,10,18.64,8.93,1.38
Rome,2012,11,11,18.81,14.98,24.13
Rome,2012,11,12,20.25,15.74,12.96
Rome,2012,11,13,22.52,13.63,0.72
Rome,2012,11,14,21.06,12.69,0.01
Rome,2012,11,15,17.98,11.4,0.06
Rome,2012,11,16,17.84,8.21,0.06
Rome,2012,11,17,18.05,8.27,0.19
Rome,2012,11,18,16.21,11.31,7.65
Rome,2012,11,19,17.62,10.91,3.76
Rome,2012,11,20,17.83,10.25,1.66
Rome,2012,11,21,18.98,8.75,0
Rome,2012,11,22,17.65,9.32,0.01
Rome,2012,11,23,17.5,11.69,0
Rome,2012,11,24,17.56,9.2,0.01
Rome,2012,11,25,17.01,8.91,0.03
Rome,2012,11,26,16.3,7.12,0.01
Rome,2012,11,27,15.87,11.34,5.04
Rome,2012,11,28,16.97,11.26,24.55
Rome,2012,11,29,11.64,9.98,24.82
Rome,2012,11,30,11.88,8.11,3.66
Rome,2012,12,1,12.05,7.86,12.15
Rome,2012,12,2,12.28,6.58,13.4
Rome,2012,12,3,9.25,2.45,0.53
Rome,2012,12,4,12.18,2.12,4.45
Rome,2012,12,5,10.83,2.73,3.57
Rome,2012,12,6,9.62,0.92,0.38
Rome,2012,12,7,9.44,1.02,7.29
Rome,2012,12,8,9.66,0.5,4.94
Rome,2012,12,9,6.76,-1.47,0.13
Rome,2012,12,10,9.62,-1.31,3.73
Rome,2012,12,11,9.87,-0.95,0.03
Rome,2012,12,12,8.91,0.37,0.04
Rome,2012,12,13,7.73,-0.54,0.43
Rome,2012,12,14,12.09,5.9,1.5
Rome,2012,12,15,13.1,10.29,2.74
Rome,2012,12,16,15.43,9.7,0.3
Rome,2012,12,17,13.39,6.38,4.31
Rome,2012,12,18,11.94,2.98,0.09
Rome,2012,12,19,11.43,1.14,0.04
Rome,2012,12,20,9.55,-0.04,0.16
Rome,2012,12,21,8.24,1.69,3.88
Rome,2012,12,22,12.82,1.53,0.08
Rome,2012,12,23,13.41,4.29,0
Rome,2012,12,24,14.76,7.69,0.02
Rome,2012,12,25,13.66,7.69,0.04
Rome,2012,12,26,15.13,9.73,5.47
Rome,2012,12,27,14.01,7.87,5.86
Rome,2012,12,28,13.77,4.01,0.19
Rome,2012,12,29,12.36,0.55,0
Rome,2012,12,30,12.73,2.65,0
Rome,2012,12,31,11.98,3.05,0
Rome,2013,1,1,11.58,3.42,0.34
Rome,2013,1,2,10.62,6.4,2.51
Rome,2013,1,3,14.73,4.23,0.11
Rome,2013,1,4,13.19,4.8,0.01
Rome,2013,1,5,13.35,3.54,0
Rome,2013,1,6,14.23,4.62,0.01
Rome,2013,1,7,15.42,3.46,0
Rome,2013,1,8,11.24,3.22,0.01
Rome,2013,1,9,12.57,6.57,0
Rome,2013,1,10,10.06,7.1,6.41
Rome,2013,1,11,10.55,3.71,3.59
Rome,2013,1,12,11.37,2.28,0.37
Rome,2013,1,13,11.31,6.23,13.62
Rome,2013,1,14,10.76,6.62,10.51
Rome,2013,1,15,9.88,3.19,1.26
Rome,2013,1,16,6.44,4.14,19.22
Rome,2013,1,17,9.63,2.25,6.46
Rome,2013,1,18,6.62,-1.02,1.33
Rome,2013,1,19,10.54,-1.09,4.13
Rome,2013,1,20,13.3,9.47,14.7
Rome,2013,1,21,10.12,5.14,8.03
Rome,2013,1,22,9.39,4.71,1.48
Rome,2013,1,23,9.33,4.26,12.73
Rome,2013,1,24,9.44,2.56,1.63
Rome,2013,1,25,9.88,1.03,0.1
Rome,2013,1,26,9.71,-0.38,0
Rome,2013,1,27,10.52,-0.37,0
Rome,2013,1,28,6.9,2.4,11
Rome,2013,1,29,12.54,2.4,0.2
Rome,2013,1,30,13.64,4.21,0.01
Rome,2013,1,31,16.41,5.41,0
Rome,2013,2,1,14.61,8.52,0.02
Rome,2013,2,2,13.49,7.31,4.8
Rome,2013,2,3,9.19,0.73,5.26
Rome,2013,2,4,11.16,-1.2,0
Rome,2013,2,5,10.23,2.49,0.05
Rome,2013,2,6,11.08,4.04,2.16
Rome,2013,2,7,7.52,2.97,6.66
Rome,2013,2,8,8.44,-0.36,0.84
Rome,2013,2,9,7.16,-1.15,0.37
Rome,2013,2,10,6.8,-1.77,0.02
Rome,2013,2,11,9.5,-0.04,16.55
Rome,2013,2,12,10.9,3.63,0.87
Rome,2013,2,13,10.12,0.83,0.01
Rome,2013,2,14,11.65,0.64,0.02
Rome,2013,2,15,10.33,1.37,0.08
Rome,2013,2,16,12.4,1.36,0.02
Rome,2013,2,17,10.27,3.11,2.58
Rome,2013,2,18,9.62,0.98,0.8
Rome,2013,2,19,11.15,-0.71,0.04
Rome,2013,2,20,11.03,1.41,0.01
Rome,2013,2,21,11.74,1.73,1.03
Rome,2013,2,22,10.05,4.84,8.16
Rome,2013,2,23,11.88,2.74,14.32
Rome,2013,2,24,7.37,3.71,4.06
Rome,2013,2,25,7.57,2.97,5.53
Rome,2013,2,26,10.48,3.19,0.31
Rome,2013,2,27,12.03,0.28,0.01
Rome,2013,2,28,13.01,2.27,0
Rome,2013,3,1,10.81,3.98,0.12
Rome,2013,3,2,14.35,2.04,0.26
Rome,2013,3,3,14.33,1.49,0
Rome,2013,3,4,14.86,3.47,0
Rome,2013,3,5,13.86,3.53,0.9
Rome,2013,3,6,13.64,9.51,17.23
Rome,2013,3,7,15.51,9.8,4
Rome,2013,3,8,13.55,7.82,5.62
Rome,2013,3,9,16.02,8.77,0.85
Rome,2013,3,10,15.2,8.22,10.65
Rome,2013,3,11,12.86,8.32,5.78
Rome,2013,3,12,13.24,7.07,11.24
Rome,2013,3,13,11.36,7.23,11.42
Rome,2013,3,14,12.35,2.32,1.79
Rome,2013,3,15,9.45,1.15,0.33
Rome,2013,3,16,10.89,-1.02,0.03
Rome,2013,3,17,9.95,1.98,4.44
Rome,2013,3,18,13.39,7.33,10.42
Rome,2013,3,19,13.94,6.4,0
Rome,2013,3,20,14.99,4.53,11.22
Rome,2013,3,21,14.47,5.76,0.52
Rome,2013,3,22,16.76,4.33,0
Rome,2013,3,23,15.55,6.91,0
Rome,2013,3,24,19.24,8.27,1.26
Rome,2013,3,25,13.75,4.65,15.59
Rome,2013,3,26,13.98,2.92,4.68
Rome,2013,3,27,14.48,7.13,0.37
Rome,2013,3,28,15.31,5.26,1.9
Rome,2013,3,29,16.69,10.37,0.4
Rome,2013,3,30,16.34,10.48,3.7
Rome,2013,3,31,14.94,8.47,5.29
Rome,2013,4,1,13.8,7.4,13.52
Rome,2013,4,2,14.98,8.54,10.99
Rome,2013,4,3,15.96,5.04,0.57
Rome,2013,4,4,16.21,5.41,0.08
Rome,2013,4,5,14.57,8.53,2.84
Rome,2013,4,6,18.4,6.48,0.72
Rome,2013,4,7,19.3,6.89,0.15
Rome,2013,4,8,15.94,4.02,0.43
Rome,2013,4,9,16.57,7.35,0.84
Rome,2013,4,10,17.32,8.41,0
Rome,2013,4,11,17.99,7.26,0
Rome,2013,4,12,18.21,10.03,0.03
Rome,2013,4,13,20.07,10.15,0.01
Rome,2013,4,14,22.92,9.15,0.01
Rome,2013,4,15,23.67,10.27,0
Rome,2013,4,16,22.94,11.57,0.01
Rome,2013,4,17,24.07,11.44,0.16
Rome,2013,4,18,24.08,12.01,0
Rome,2013,4,19,24.94,12.9,0.01
Rome,2013,4,20,18.15,9.49,0.15
Rome,2013,4,21,16.25,8.16,0.88
Rome,2013,4,22,13.37,8.5,8.11
Rome,2013,4,23,17.46,8.78,3.28
Rome,2013,4,24,24.26,10.8,0.03
Rome,2013,4,25,25.76,14.9,0.1
Rome,2013,4,26,24.23,13.51,1.5
Rome,2013,4,27,18.36,11.76,6.3
Rome,2013,4,28,23.65,13.34,0.16
Rome,2013,4,29,27.12,15.08,0
Rome,2013,4,30,26.98,15.76,0.05
Rome,2013,5,1,25.63,15.3,3.38
Rome,2013,5,2,23.84,14.81,2.37
Rome,2013,5,3,27.32,13.97,0.05
Rome,2013,5,4,26.65,16.24,0.13
Rome,2013,5,5,21.39,15.42,2.35
Rome,2013,5,6,21.15,13.68,21.24
Rome,2013,5,7,20.22,13.62,4.88
Rome,2013,5,8,22.54,12.55,0.85
Rome,2013,5,9,25.08,12.01,0.03
Rome,2013,5,10,23.32,14.56,0.08
Rome,2013,5,11,21.37,13.5,0.04
Rome,2013,5,12,21.26,11.24,0.17
Rome,2013,5,13,22.15,11.87,0.04
Rome,2013,5,14,23.82,10.03,0
Rome,2013,5,15,20.62,12.04,0.16
Rome,2013,5,16,21.63,14.15,8.97
Rome,2013,5,17,18.94,11.75,4.32
Rome,2013,5,18,25.12,10.85,0.1
Rome,2013,5,19,20.03,11.94,0.23
Rome,2013,5,20,19.46,11.01,0.22
Rome,2013,5,21,22.51,9.87,1.72
Rome,2013,5,22,24.99,13.16,13.61
Rome,2013,5,23,17.5,11.7,6.95
Rome,2013,5,24,17.94,9.58,0.05
Rome,2013,5,25,16.89,9.61,2.16
Rome,2013,5,26,18.17,9.8,2.09
Rome,2013,5,27,19.18,8.96,0.01
Rome,2013,5,28,23.65,11.23,0.93
Rome,2013,5,29,18.62,10.62,2.78
Rome,2013,5,30,16.44,9.57,2.73
Rome,2013,5,31,17.69,9.9,2.57
Rome,2013,6,1,18.55,11.42,6.15
Rome,2013,6,2,23.01,11.4,0.74
Rome,2013,6,3,18.48,13.81,3.46
Rome,2013,6,4,23.12,12.84,3.63
Rome,2013,6,5,22.85,12.9,1.94
Rome,2013,6,6,25.01,13.6,0.05
Rome,2013,6,7,26.61,15.3,1.36
Rome,2013,6,8,26.73,14.72,0
Rome,2013,6,9,24.47,14.98,0.45
Rome,2013,6,10,22.13,14.94,0.36
Rome,2013,6,11,24.36,13.71,0.06
Rome,2013,6,12,27.76,14.19,0.01
Rome,2013,6,13,28.1,14.15,0
Rome,2013,6,14,29.33,15.45,0
Rome,2013,6,15,29.36,17.36,0
Rome,2013,6,16,29.05,18.5,0
Rome,2013,6,17,32.72,20.25,0
Rome,2013,6,18,31.92,20.83,0.04
Rome,2013,6,19,32.83,21.88,0
Rome,2013,6,20,31.56,22.05,0
Rome,2013,6,21,30.08,20.19,0
Rome,2013,6,22,25.6,19.04,0
Rome,2013,6,23,28.61,17.12,0
Rome,2013,6,24,24.12,16.55,0.25
Rome,2013,6,25,27.44,14.76,0.08
Rome,2013,6,26,24.93,15.13,3.94
Rome,2013,6,27,25.64,13.29,0.08
Rome,2013,6,28,23.68,14.69,7.39
Rome,2013,6,29,24.84,14.52,0.45
Rome,2013,6,30,27.88,12.78,0
Rome,2013,7,1,27.99,15.88,0
Rome,2013,7,2,29.35,17.21,0
Rome,2013,7,3,28.27,17.27,0.19
Rome,2013,7,4,27.19,17.12,3.52
Rome,2013,7,5,32.52,16.53,0.04
Rome,2013,7,6,31.75,18.44,0.39
Rome,2013,7,7,29.4,18.26,1.15
Rome,2013,7,8,29.49,18.73,2.57
Rome,2013,7,9,29.9,18.35,0.7
Rome,2013,7,10,30.81,19.8,3.47
Rome,2013,7,11,26.44,20.02,8.56
Rome,2013,7,12,30.16,20.4,0.9
Rome,2013,7,13,30.21,19.4,0.04
Rome,2013,7,14,30.46,20.4,0.16
Rome,2013,7,15,31.54,18.75,0.65
Rome,2013,7,16,32.39,19.56,0
Rome,2013,7,17,32.73,20.34,0.13
Rome,2013,7,18,27.41,19.92,1.03
Rome,2013,7,19,26.63,20.57,2.2
Rome,2013,7,20,29.49,18.94,0.25
Rome,2013,7,21,29.9,20.67,8.22
Rome,2013,7,22,33.64,20.36,0.1
Rome,2013,7,23,33.48,18.77,0.02
Rome,2013,7,24,32.81,20.21,0.01
Rome,2013,7,25,32.64,20.43,0
Rome,2013,7,26,34.24,22.2,0
Rome,2013,7,27,35.08,22.78,0
Rome,2013,7,28,35.76,23.44,0.01
Rome,2013,7,29,35.75,22.71,0.07
Rome,2013,7,30,33.19,20.69,0.01
Rome,2013,7,31,34.12,19.44,0
Rome,2013,8,1,35.25,19.49,0
Rome,2013,8,2,34.21,20.36,0
Rome,2013,8,3,36.19,21.9,0
Rome,2013,8,4,37.48,23.26,0
Rome,2013,8,5,38.11,23.15,0
Rome,2013,8,6,37.76,25.12,0
Rome,2013,8,7,36.78,25.33,0
Rome,2013,8,8,37.26,23.91,0
Rome,2013,8,9,31.3,22.55,0.44
Rome,2013,8,10,33.55,20.65,0.02
Rome,2013,8,11,33.56,20.1,0
Rome,2013,8,12,33.81,19.86,0
Rome,2013,8,13,32.57,20.81,0
Rome,2013,8,14,32.55,21.38,0.01
Rome,2013,8,15,32.97,21.47,0
Rome,2013,8,16,33.56,21.45,0
Rome,2013,8,17,33.38,20.3,0
Rome,2013,8,18,33.44,21.08,0
Rome,2013,8,19,33.17,21.25,0.01
Rome,2013,8,20,28.47,21.17,2.63
Rome,2013,8,21,31.72,20.38,0.25
Rome,2013,8,22,32.19,20.49,0
Rome,2013,8,23,32.08,19.37,0
Rome,2013,8,24,30.39,19.8,0.03
Rome,2013,8,25,27.23,19.87,10.21
Rome,2013,8,26,28.48,18.26,2.22
Rome,2013,8,27,27.03,19.91,11.72
Rome,2013,8,28,28.21,18.6,2.05
Rome,2013,8,29,29.07,17.9,0.01
Rome,2013,8,30,27.88,18.69,0.79
Rome,2013,8,31,30.01,18.56,0.01
Rome,2013,9,1,29.3,17.02,0
Rome,2013,9,2,31.35,18.15,0
Rome,2013,9,3,31.73,17.51,0
Rome,2013,9,4,32.69,19.25,0
Rome,2013,9,5,31.33,19.7,0
Rome,2013,9,6,31.56,20.18,0
Rome,2013,9,7,31.89,19.99,0
Rome,2013,9,8,30.78,20.99,0
Rome,2013,9,9,27.95,19.62,2.46
Rome,2013,9,10,23.94,18.5,1.68
Rome,2013,9,11,25.76,17.61,1.85
Rome,2013,9,12,24.01,15.92,0.59
Rome,2013,9,13,26.79,15.18,0.03
Rome,2013,9,14,26.23,15.44,0.05
Rome,2013,9,15,24.06,15.19,6.18
Rome,2013,9,16,26.13,15.12,2.43
Rome,2013,9,17,24.97,14.15,0.01
Rome,2013,9,18,25.12,12.33,0
Rome,2013,9,19,26.3,15.5,0
Rome,2013,9,20,26.93,16.06,0.02
Rome,2013,9,21,28.98,16.29,0
Rome,2013,9,22,28.11,14.97,0
Rome,2013,9,23,26.64,12.19,0
Rome,2013,9,24,27.54,14.09,0
Rome,2013,9,25,25.76,14.62,0.02
Rome,2013,9,26,26.99,14.23,0.01
Rome,2013,9,27,27.72,15.8,0.05
Rome,2013,9,28,27.45,15.82,0.01
Rome,2013,9,29,23.7,18.22,4.48
Rome,2013,9,30,23.05,16.01,8.19
Rome,2013,10,1,25.7,13.35,0.09
Rome,2013,10,2,26.22,15.83,0
Rome,2013,10,3,25.08,13.92,0
Rome,2013,10,4,25.66,13.8,0.03
Rome,2013,10,5,20.93,15.98,17.37
Rome,2013,10,6,24.9,16.11,7.04
Rome,2013,10,7,22.75,14.73,3.04
Rome,2013,10,8,20.13,14.15,18.12
Rome,2013,10,9,21.77,13.34,2.29
Rome,2013,10,10,20.91,12.52,6.36
Rome,2013,10,11,21.55,14.27,2.51
Rome,2013,10,12,23.1,13.22,5.61
Rome,2013,10,13,24.62,13.44,0.04
Rome,2013,10,14,25.38,14.33,0.01
Rome,2013,10,15,21.23,15.19,3.67
Rome,2013,10,16,24.37,13.15,2.61
Rome,2013,10,17,25.37,10.51,0
Rome,2013,10,18,24.26,12.24,0.01
Rome,2013,10,19,23.67,13.63,0.02
Rome,2013,10,20,24.45,13.2,0.04
Rome,2013,10,21,21.44,16.37,0.74
Rome,2013,10,22,23.43,14.48,0
Rome,2013,10,23,23.33,13.65,0.15
Rome,2013,10,24,21.24,15.32,12.69
Rome,2013,10,25,24.23,14.26,0.2
Rome,2013,10,26,25.66,15.36,0.07
Rome,2013,10,27,23.44,15.09,0.06
Rome,2013,10,28,23.45,15.55,0
Rome,2013,10,29,24.09,13.58,0.02
Rome,2013,10,30,23.13,13.42,0.02
Rome,2013,10,31,22.55,15.76,0.02
Rome,2013,11,1,22.19,13.49,0.23
Rome,2013,11,2,21.21,13.01,2.63
Rome,2013,11,3,21.56,14.96,0.74
Rome,2013,11,4,20.72,13.51,7.65
Rome,2013,11,5,18.31,10.68,20.06
Rome,2013,11,6,21.26,9.1,0.02
Rome,2013,11,7,21.66,11.63,0.04
Rome,2013,11,8,21.64,14.69,0.04
Rome,2013,11,9,20.45,13.61,0.2
Rome,2013,11,10,17.41,10.65,8.14
Rome,2013,11,11,16.08,8.34,6.85
Rome,2013,11,12,16.71,9.9,2.16
Rome,2013,11,13,19.29,11.45,0.18
Rome,2013,11,14,20.55,11.95,0.12
Rome,2013,11,15,14.58,11.9,8.25
Rome,2013,11,16,18.68,10.88,0.9
Rome,2013,11,17,18.44,10.04,0.58
Rome,2013,11,18,17.69,9.23,0.48
Rome,2013,11,19,16.33,11.78,33.24
Rome,2013,11,20,13.86,8.97,10.69
Rome,2013,11,21,12.21,8.16,11.06
Rome,2013,11,22,11.31,7.01,3.3
Rome,2013,11,23,9.62,7.33,10.82
Rome,2013,11,24,12.65,5.69,3.53
Rome,2013,11,25,10.82,1.96,1.11
Rome,2013,11,26,7.59,1.33,0.47
Rome,2013,11,27,8.74,0.83,0.32
Rome,2013,11,28,9.41,-0.06,0.16
Rome,2013,11,29,13.62,2.13,0.13
Rome,2013,11,30,13.03,3.62,0.01
Rome,2013,12,1,10.76,6.28,0.41
Rome,2013,12,2,17.14,8.83,1.45
Rome,2013,12,3,15.82,4.44,0.02
Rome,2013,12,4,14.76,5.33,0
Rome,2013,12,5,12.64,4.37,0.01
Rome,2013,12,6,12.02,4.38,0
Rome,2013,12,7,14.65,1.55,0
Rome,2013,12,8,13.84,4.97,0.29
Rome,2013,12,9,14.63,6.71,0.09
Rome,2013,12,10,14.99,4.03,0.01
Rome,2013,12,11,14.24,3.15,0
Rome,2013,12,12,12.79,5.39,0.01
Rome,2013,12,13,12.62,3.18,0.03
Rome,2013,12,14,13.04,3.17,0.1
Rome,2013,12,15,13.4,2.98,0.78
Rome,2013,12,16,14.49,1.96,0.02
Rome,2013,12,17,14.27,4.29,0
Rome,2013,12,18,12.98,4.15,0
Rome,2013,12,19,12.45,2.3,0.17
Rome,2013,12,20,13.35,5.79,3.07
Rome,2013,12,21,16.1,5.61,0.15
Rome,2013,12,22,14.23,6.18,0.01
Rome,2013,12,23,14.23,3.38,0.02
Rome,2013,12,24,13.32,4.65,0.03
Rome,2013,12,25,12.32,6.23,1.24
Rome,2013,12,26,12.51,7.17,8.66
Rome,2013,12,27,12.32,4.93,0.22
Rome,2013,12,28,13.02,3.66,0.07
Rome,2013,12,29,13.09,7.78,3.03
Rome,2013,12,30,9.92,6.33,12.19
